Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Kolkata,2015,43000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25,Hyundai,Creta
Pune,2011,47490.0,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29,Skoda,Fabia
Chennai,2015,80000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0,Ford,EcoSport
Bangalore,2007,60000.0,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65,Maruti,Zen
Ahmedabad,2017,6006.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25,Maruti,Ciaz
Kochi,2011,71703.0,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14,Mercedes-Benz,New
Hyderabad,2016,33000.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5,Honda,Amaze
Kolkata,2012,60000.0,Diesel,Manual,First,23.59,1364.0,76.90978723404255,5.0,2.95,Toyota,Etios
Jaipur,2015,91000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75,Renault,Duster
Hyderabad,2012,72000.0,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85,Maruti,Wagon
Kolkata,2011,43000.0,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1,Volkswagen,Polo
Coimbatore,2017,63770.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55,Hyundai,Creta
Kolkata,2012,43510.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5,Jaguar,XF
Mumbai,2017,52000.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,Jeep,Compass
Kochi,2018,31427.0,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic
Kolkata,2016,29000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,Maruti,Baleno
Ahmedabad,2016,56000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5,Maruti,Ciaz
Jaipur,2007,76000.0,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15,Maruti,SX4
Coimbatore,2015,53615.0,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44,Hyundai,Elantra
Bangalore,2013,132000.0,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49,Mitsubishi,Pajero
Pune,2017,14800.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48,Volkswagen,Ameo
Hyderabad,2013,35433.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2,Maruti,Ritz
Hyderabad,2013,82966.0,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2,Hyundai,Verna
Jaipur,2014,96000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8,Maruti,Swift
Kochi,2017,39528.0,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83,Mahindra,KUV
Coimbatore,2018,92056.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39,Toyota,Innova
Pune,2016,14930.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85,Maruti,Baleno
Mumbai,2016,38000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21,Honda,Jazz
Delhi,2013,71000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65,Hyundai,i20
Delhi,2012,71000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7,Hyundai,i20
Pune,2015,50000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0,Mercedes-Benz,New
Kochi,2016,48163.0,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85,Hyundai,Xcent
Coimbatore,2017,19168.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93,Hyundai,Grand
Kolkata,2016,26000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6,Maruti,Alto
Kolkata,2014,37400.0,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89,Chevrolet,Sail
Mumbai,2018,8682.0,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,39.5,Mercedes-Benz,C-Class
Mumbai,2012,95000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0,Skoda,Superb
Kolkata,2009,34000.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,Audi,A4
Mumbai,2014,95000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45,Toyota,Innova
Coimbatore,2017,13689.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.25,Mercedes-Benz,CLA
Jaipur,2008,84000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8,Hyundai,i10
Kolkata,2008,47000.0,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4,Maruti,Swift
Ahmedabad,2015,60001.0,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25,Skoda,Rapid
Hyderabad,2012,96000.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6,Maruti,Ritz
Jaipur,2004,47300.0,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,1.2,Hyundai,Accent
Coimbatore,2014,28246.0,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94,Honda,Amaze
Delhi,2007,65000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,Maruti,Wagon
Chennai,2013,68000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8,Volkswagen,Polo
Kochi,2019,11209.0,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15,Ford,Endeavour
Pune,2011,41980.0,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3,Hyundai,i20
Bangalore,2012,65000.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4,Chevrolet,Beat
Kolkata,2010,38000.0,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0,Honda,Civic
Pune,2014,51000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti,Wagon
Kochi,2014,33855.0,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09,Skoda,Rapid
Pune,2006,146000.0,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,1.05,Maruti,Baleno
Bangalore,2015,47037.0,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0,Ford,EcoSport
Ahmedabad,2010,58000.0,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.5,Hyundai,Accent
Mumbai,2012,61240.0,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5,BMW,5
Chennai,2011,91211.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti,Alto
Bangalore,2013,84000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,17.75,Audi,Q3
Mumbai,2008,64226.0,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.45,Maruti,Wagon
Bangalore,2005,67000.0,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45,Toyota,Corolla
Pune,2011,106976.0,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8,Volvo,XC60
Kolkata,2016,27210.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85,Honda,Jazz
Delhi,2017,26322.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9,Maruti,Ciaz
Mumbai,2016,9107.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15,Maruti,Swift
Kochi,2015,63983.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56,Mercedes-Benz,New
Chennai,2010,134000.0,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.65,Maruti,Wagon
Pune,2015,11000.0,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,16.0,Mercedes-Benz,A
Pune,2008,93000.0,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.45,Hyundai,Santro
Coimbatore,2017,24852.0,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08,Maruti,Swift
Pune,2014,37632.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5,Hyundai,Grand
Chennai,2013,55000.0,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3,Nissan,Sunny
Hyderabad,2010,81448.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6,Maruti,A-Star
Hyderabad,2018,1900.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45,Renault,KWID
Coimbatore,2012,54957.0,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37,Hyundai,Verna
Chennai,2008,55000.0,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75,Maruti,Wagon
Kolkata,2013,21983.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5,BMW,3
Delhi,2013,76000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0,BMW,5
Jaipur,2016,65000.0,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8,Tata,Indigo
Hyderabad,2015,26000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2,Hyundai,i20
Kochi,2019,11571.0,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8,Maruti,Omni
Hyderabad,2014,81000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1,Maruti,Swift
Coimbatore,2019,23154.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65,Ford,Ecosport
Mumbai,2014,26856.0,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,Honda,Brio
Chennai,2017,67489.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,Toyota,Innova
Bangalore,2008,176000.0,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3,Mahindra,Scorpio
Kolkata,2010,18000.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25,Hyundai,i20
Ahmedabad,2014,63003.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75,Hyundai,Verna
Chennai,2014,80000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4,Mahindra,XUV500
Coimbatore,2014,56658.0,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39,Volkswagen,Vento
Kochi,2019,18592.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51,Maruti,Swift
Pune,2010,75695.0,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85,Tata,Manza
Kolkata,2012,82000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2.5,Maruti,Swift
Chennai,2013,60000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75,Volkswagen,Polo
Pune,2009,138000.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5,Honda,City
Bangalore,2014,67000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai,i20
Coimbatore,2012,42750.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33,Honda,City
Kochi,2014,52398.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47,Chevrolet,Beat
Kochi,2014,36657.0,Petrol,Manual,First,16.2,995.0,62.1,5.0,3.3,Chevrolet,Spark
Delhi,2011,77000.0,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3.5,Tata,New
Delhi,2014,85000.0,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,38.75,Mercedes-Benz,GL-Class
Pune,2008,112500.0,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99,BMW,5
Kochi,2013,105072.0,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28,Toyota,Fortuner
Pune,2012,80000.0,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,9.5,BMW,X1
Kochi,2019,3102.0,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14.01,Renault,Captur
Coimbatore,2016,14656.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.99,Hyundai,Xcent
Hyderabad,2010,105000.0,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0,BMW,3
Hyderabad,2008,61000.0,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,11.0,BMW,5
Pune,2010,85046.0,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2.3,Nissan,Micra
Delhi,2014,48000.0,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.5,Jaguar,XF
Bangalore,2011,55000.0,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,67.0,Land Rover,Range Rover TDV8 (Diesel)
Mumbai,2017,4000.0,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,17.75,Jeep,Compass
Delhi,2010,94000.0,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,4.8,Honda,CR-V
Coimbatore,2013,61110.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57,Maruti,Swift
Chennai,2016,80000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.5,Hyundai,Xcent
Kochi,2015,43190.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.61,Nissan,Terrano
Hyderabad,2015,45000.0,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,25.0,Audi,A4
Coimbatore,2016,44178.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.88,Hyundai,Grand
Hyderabad,2015,84415.0,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5,Toyota,Innova
Kolkata,2015,35000.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4.6,Hyundai,i20
Kolkata,2013,44000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9,Ford,EcoSport
Hyderabad,2012,67635.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25,Honda,City
Coimbatore,2018,18385.0,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12.41,Ford,EcoSport
Kolkata,2014,35000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.8,Volkswagen,Polo
Mumbai,2010,49000.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8.95,Mercedes-Benz,New
Hyderabad,2013,69000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2,Ford,Ecosport
Hyderabad,2017,23228.0,Petrol,Manual,First,14.4,1396.0,65.0,5.0,4.5,Tata,Indigo
Delhi,2014,68462.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.15,Maruti,Swift
Coimbatore,2016,74611.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,7.94,Maruti,S-Cross
Pune,2014,90000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25,Renault,Duster
Delhi,2016,22000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.7,Maruti,Wagon
Hyderabad,2010,58163.0,Petrol,Manual,First,0.0,1086.0,62.0,5.0,2.45,Hyundai,Santro
Chennai,2011,109500.0,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1.5,Chevrolet,Beat
Delhi,2017,13363.0,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0,Mahindra,XUV500
Delhi,2012,51000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.2,Hyundai,i10
Hyderabad,2007,103000.0,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.6,Tata,New
Kolkata,2009,43002.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.92,Hyundai,i10
Bangalore,2016,108000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5,Toyota,Innova
Jaipur,2010,82407.0,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.25,Skoda,Laura
Kolkata,2013,29000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.2,Hyundai,Grand
Pune,2012,225000.0,Diesel,Manual,Second,23.59,1364.0,76.90978723404255,5.0,2.6,Toyota,Etios
Kolkata,2014,45000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.85,Maruti,Swift
Kochi,2010,93401.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.48,Hyundai,i20
Hyderabad,2017,95802.0,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,4.55,Ford,Figo
Pune,2016,130000.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0,Maruti,Ertiga
Ahmedabad,2013,67443.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.75,Maruti,Ertiga
Kochi,2016,47681.0,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,8.73,Honda,City
Hyderabad,2009,35000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7,Maruti,Alto
Hyderabad,2016,68000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.5,Ford,Endeavour
Kochi,2019,34688.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.49,Maruti,Vitara
Kolkata,2015,10512.0,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,64.0,Porsche,Boxster
Pune,2016,58000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.55,Maruti,Swift
Mumbai,2014,40000.0,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.95,Tata,Zest
Bangalore,2010,61000.0,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3.25,Hyundai,i20
Mumbai,2009,86000.0,Diesel,Manual,First,19.4,1422.0,70.0,5.0,2.75,Skoda,Fabia
Kolkata,2015,45000.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7.35,Toyota,Corolla
Ahmedabad,2017,55000.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,4.7,Volkswagen,Ameo
Kochi,2016,36855.0,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.77,Hyundai,Creta
Kochi,2013,46821.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.42,Hyundai,i10
Kolkata,2015,120000.0,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.5,Chevrolet,Beat
Kolkata,2012,29000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.0,Jaguar,XF
Mumbai,2014,40000.0,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5.25,Nissan,Terrano
Delhi,2013,60000.0,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,14.5,Audi,Q3
Mumbai,2011,64984.0,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.45,Hyundai,i10
Pune,2015,73204.0,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.3,Maruti,Alto
Bangalore,2014,50000.0,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.0,Audi,Q7
Kolkata,2017,35000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6.5,Maruti,Vitara
Hyderabad,2013,17729.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,Hyundai,EON
Chennai,2012,97000.0,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25,Mahindra,XUV300
Kochi,2014,89614.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6.01,Hyundai,Verna
Kolkata,2015,14000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.8,Maruti,Wagon
Chennai,2012,50000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0,Hyundai,i20
Delhi,2014,62505.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.95,Honda,City
Chennai,2011,248000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,9.2,Toyota,Innova
Pune,2012,94900.0,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.35,Hyundai,Verna
Delhi,2017,55000.0,Diesel,Manual,First,17.6,2179.0,153.86,7.0,12.0,Tata,Hexa
Coimbatore,2015,53735.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,38.94,Audi,Q7
Coimbatore,2008,53934.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.69,Maruti,Wagon
Bangalore,2013,58500.0,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,27.5,BMW,5
Kolkata,2014,48000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.75,Honda,Amaze
Mumbai,2016,24000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8,Maruti,Alto
Mumbai,2016,52001.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.45,Hyundai,Verna
Coimbatore,2018,9565.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.88,Tata,Tiago
Pune,2013,32953.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.65,Maruti,Swift
Jaipur,2014,18000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai,EON
Kochi,2018,20446.0,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.35,Mercedes-Benz,E-Class
Hyderabad,2016,33016.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.85,Hyundai,i20
Chennai,2012,48000.0,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25,Toyota,Etios
Coimbatore,2014,72022.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.23,Toyota,Corolla
Ahmedabad,2014,34000.0,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,22.0,Mini,Cooper
Hyderabad,2014,69000.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.19,Volkswagen,Polo
Pune,2009,108000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.35,Skoda,Superb
Hyderabad,2013,34700.0,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,24.5,Mercedes-Benz,E-Class
Pune,2015,79000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75,Maruti,Swift
Kochi,2016,58197.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19,Honda,City
Pune,2008,66000.0,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,10.75,BMW,7
Bangalore,2009,60000.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.99,Hyundai,i10
Kolkata,2014,57000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.89,Maruti,Swift
Coimbatore,2018,45555.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.73,Honda,City
Coimbatore,2016,55137.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,3.11,Maruti,Omni
Jaipur,2014,93325.0,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,14.45,Skoda,Superb
Ahmedabad,2018,38000.0,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7,Maruti,Ertiga
Kochi,2016,57738.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04,Hyundai,Grand
Jaipur,2017,38282.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5,Maruti,Ciaz
Delhi,2014,64000.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,15.65,Mercedes-Benz,New
Mumbai,2015,32000.0,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5.65,Fiat,Avventura
Bangalore,2010,83000.0,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,16.5,Mercedes-Benz,E-Class
Ahmedabad,2011,76000.0,CNG,Manual,First,26.3,998.0,67.1,5.0,2.0,Maruti,Zen
Pune,2012,67200.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.9,Volkswagen,Vento
Jaipur,2013,62655.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14.5,BMW,3
Bangalore,2015,16900.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.0,BMW,5
Delhi,2017,8471.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0,Hyundai,Grand
Hyderabad,2016,69000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.75,Toyota,Innova
Coimbatore,2017,30090.0,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.44,Renault,Duster
Chennai,2011,120000.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.75,Tata,Indica
Bangalore,2013,23000.0,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,5.6,Maruti,Swift
Kochi,2016,35939.0,Petrol,Manual,First,12.3,1796.0,185.0,5.0,30.42,Mercedes-Benz,E-Class
Coimbatore,2013,116694.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.57,Mahindra,XUV500
Mumbai,2016,40448.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,3.5,Mahindra,Bolero
Coimbatore,2018,64456.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.46,Maruti,Vitara
Pune,2014,52782.0,Diesel,Manual,First,20.5,1248.0,91.72,5.0,4.85,Fiat,Avventura
Kochi,2016,51672.0,Petrol,Manual,First,19.5,1199.0,88.76,5.0,5.68,Honda,Amaze
Mumbai,2015,56073.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.25,Skoda,Superb
Bangalore,2011,65000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,16.0,Jaguar,XF
Chennai,2013,79000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.0,Maruti,Wagon
Kolkata,2007,43206.0,Petrol,Manual,First,17.0,1086.0,62.27931034482759,5.0,0.99,Hyundai,Santro
Mumbai,2010,70200.0,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5.0,Toyota,Corolla
Delhi,2016,42000.0,Petrol,Manual,First,16.1,1197.0,85.0,5.0,4.75,Maruti,Swift
Bangalore,2014,62000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,Volkswagen,Polo
Hyderabad,2017,20000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.98,Hyundai,Grand
Chennai,2011,80000.0,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,3.5,Maruti,SX4
Kochi,2018,50234.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.77,Hyundai,Grand
Delhi,2016,50003.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.45,Maruti,Baleno
Ahmedabad,2018,1000.0,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,6.85,Tata,Tigor
Jaipur,2016,54897.0,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.3,Maruti,Swift
Pune,2007,108995.0,Petrol,Manual,First,15.3,1193.0,65.3,5.0,1.25,Tata,Indica
Chennai,2015,73000.0,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.25,Maruti,SX4
Ahmedabad,2008,65000.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.71,Maruti,Swift
Kolkata,2016,32000.0,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.6,Hyundai,Xcent
Ahmedabad,2010,65000.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.0,Hyundai,i20
Hyderabad,2016,21600.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.65,Maruti,Celerio
Mumbai,2010,39000.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.5,Mercedes-Benz,New
Mumbai,2011,58075.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.95,Maruti,Swift
Mumbai,2011,58000.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.0,Volkswagen,Vento
Hyderabad,2015,58000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,Maruti,Swift
Delhi,2008,89000.0,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4.0,Toyota,Corolla
Delhi,2008,72000.0,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5,Honda,Civic
Kolkata,2017,1800.0,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,11.37,Ford,EcoSport
