Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,prix_euro,marque_modele
2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2717.0,Chevrolet Beat
2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3630.0,Chevrolet Spark
2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3850.0,Tata New
2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,42625.0,Mercedes-Benz GL-Class
2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,8789.0,BMW 5
2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,14608.0,Toyota Fortuner
2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,10450.0,BMW X1
2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,15411.0,Renault Captur
2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,7689.0,Hyundai Xcent
2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,12100.0,BMW 3
2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,12100.0,BMW 5
2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2529.9999999999995,Nissan Micra
2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,29150.0,Jaguar XF
2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,73700.0,Land Rover
2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,19525.0,Jeep Compass
2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,5280.0,Honda CR-V
2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5027.0,Maruti Swift
2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3850.0,Hyundai Xcent
2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8371.0,Nissan Terrano
2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,27500.0,Audi A4
2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6468.0,Hyundai Grand
2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,14850.0,Toyota Innova
2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5059.999999999999,Hyundai i20
2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,5390.0,Ford EcoSport
2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5775.0,Honda City
2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,13651.0,Ford EcoSport
2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4180.0,Volkswagen Polo
2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,9844.999999999998,Mercedes-Benz New
2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7919.999999999999,Ford Ecosport
2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,4950.0,Tata Indigo
2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4565.0,Maruti Swift
2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8734.0,Maruti S-Cross
2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7974.999999999999,Renault Duster
2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,4069.9999999999995,Maruti Wagon
2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,2695.0,Hyundai Santro
2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1650.0,Chevrolet Beat
2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13200.0,Mahindra XUV500
2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2420.0,Hyundai i10
2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3959.9999999999995,Tata New
2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2112.0,Hyundai i10
2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,22550.0,Toyota Innova
2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4675.0,Skoda Laura
2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3520.0,Hyundai Grand
2012,225000,Diesel,Manual,Second,23.59,1364.0,113.0,5.0,2860.0,Toyota Etios
2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4235.0,Maruti Swift
2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3828.0,Hyundai i20
2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,5005.0,Ford Figo
2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7700.0,Maruti Ertiga
2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6325.0,Maruti Ertiga
2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,9603.0,Honda City
2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1870.0,Maruti Alto
2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,32449.999999999996,Ford Endeavour
2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11539.0,Maruti Vitara
2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,70400.0,Porsche Boxster
2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,8305.0,Maruti Swift
2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4345.0,Tata Zest
2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3575.0,Hyundai i20
2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,3025.0,Skoda Fabia
2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,8084.999999999999,Toyota Corolla
2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5170.0,Volkswagen Ameo
2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,9647.0,Hyundai Creta
2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3762.0,Hyundai i10
2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2750.0,Chevrolet Beat
2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,22000.0,Jaguar XF
2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5775.0,Nissan Terrano
2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,15949.999999999998,Audi Q3
2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3795.0,Hyundai i10
2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3630.0,Maruti Alto
2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,56100.0,Audi Q7
2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7150.0,Maruti Vitara
2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,4014.9999999999995,Hyundai EON
2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7974.999999999999,Mahindra XUV300
2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6611.0,Hyundai Verna
2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3080.0,Maruti Wagon
2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4400.0,Hyundai i20
2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6545.0,Honda City
2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,10119.999999999998,Toyota Innova
2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5885.0,Hyundai Verna
2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,13200.0,Tata Hexa
2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,42834.0,Audi Q7
2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2959.0,Maruti Wagon
2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,30250.0,BMW 5
2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3025.0,Honda Amaze
2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3080.0,Maruti Alto
2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7095.0,Hyundai Verna
2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6468.0,Tata Tiago
2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5115.0,Maruti Swift
2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2750.0,Hyundai EON
2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,56485.0,Mercedes-Benz E-Class
2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7535.0,Hyundai i20
2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5775.0,Toyota Etios
2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10153.0,Toyota Corolla
2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,24200.0,Mini Cooper
2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5709.0,Volkswagen Polo
2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4784.999999999999,Skoda Superb
2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,26950.0,Mercedes-Benz E-Class
2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,6325.0,Maruti Swift
2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10109.0,Honda City
2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,11825.0,BMW 7
2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3289.0,Hyundai i10
2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4279.0,Maruti Swift
2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,12903.0,Honda City
2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3421.0,Maruti Omni
2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,15894.999999999998,Skoda Superb
2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,9569.999999999998,Maruti Ertiga
2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5544.0,Hyundai Grand
2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9350.0,Maruti Ciaz
2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,17215.0,Mercedes-Benz New
2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,6215.0,Fiat Avventura
2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,18150.0,Mercedes-Benz E-Class
2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,2200.0,Maruti Zen
2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4290.0,Volkswagen Vento
2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15949.999999999998,BMW 3
2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,48400.0,BMW 5
2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5500.0,Hyundai Grand
2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,21725.0,Toyota Innova
2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12584.0,Renault Duster
2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1925.0,Tata Indica
2013,23000,Diesel,Manual,First,17.8,1248.0,113.0,5.0,6160.0,Maruti Swift
2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,33462.0,Mercedes-Benz E-Class
2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10527.0,Mahindra XUV500
2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,3850.0,Mahindra Bolero
2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11506.0,Maruti Vitara
2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5334.999999999999,Fiat Avventura
2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,6248.0,Honda Amaze
2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14575.0,Skoda Superb
2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,17600.0,Jaguar XF
2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3300.0,Maruti Wagon
2007,43206,Petrol,Manual,First,17.0,1086.0,113.0,5.0,1089.0,Hyundai Santro
2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5500.0,Toyota Corolla
2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5225.0,Maruti Swift
2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5885.0,Volkswagen Polo
2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6578.0,Hyundai Grand
2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,3850.0,Maruti SX4
2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5246.999999999999,Hyundai Grand
2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5995.0,Maruti Baleno
2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,7535.0,Tata Tigor
2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8029.999999999999,Maruti Swift
2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,1375.0,Tata Indica
2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9075.0,Maruti SX4
2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2981.0,Maruti Swift
2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3959.9999999999995,Hyundai Xcent
2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3300.0,Hyundai i20
2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5115.0,Maruti Celerio
2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,10450.0,Mercedes-Benz New
2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3245.0,Maruti Swift
2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3300.0,Volkswagen Vento
2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6545.0,Maruti Swift
2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4400.0,Toyota Corolla
2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2750.0,Honda Civic
2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,12507.0,Ford EcoSport
2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2475.0,Fiat Linea
2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3410.0,Hyundai i10
2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,18898.0,Volvo XC60
2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7150.0,Hyundai i20
2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6270.0,Honda City
2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8800.0,Toyota Innova
2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2860.0,Renault KWID
2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,2695.0,Maruti A-Star
2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,12727.0,Mercedes-Benz B
2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,2529.9999999999995,Maruti Wagon
2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6490.0,Maruti Swift
2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,7919.999999999999,Hyundai Verna
2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,6490.0,Hyundai Verna
2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,6600.0,Honda City
2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,2145.0,Hyundai i10
2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7205.0,Toyota Etios
2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,27500.0,Volvo S60
2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2915.0,Ford Figo
2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,76450.0,Mercedes-Benz E-Class
2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,15400.0,BMW 3
2014,32000,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2310.0,Maruti Alto
2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22439.999999999996,Toyota Innova
2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,6248.0,Volkswagen Polo
2014,28238,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6105.0,Nissan Terrano
2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,14025.0,Mitsubishi Pajero
2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,3685.0,Honda Civic
2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,1705.0,Maruti Alto
2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6490.0,Volkswagen Vento
2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,20878.0,Land Rover
2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,12661.0,Honda CR-V
2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8525.0,Maruti Ertiga
2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15290.0,Toyota Innova
2010,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1485.0,Tata Manza
2015,65938,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,41800.0,Audi Q7
2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,12760.0,Hyundai Verna
2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,13475.0,Volkswagen Vento
2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4180.0,Honda City
2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3575.0,Ford Figo
2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7040.0,Honda Jazz
2012,75000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4345.0,Volkswagen Polo
2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3926.9999999999995,Honda City
2005,56000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1375.0,Honda City
2015,70000,CNG,Manual,First,26.2,998.0,58.2,5.0,4014.9999999999995,Maruti Wagon
2013,46125,Petrol,Automatic,Second,12.0,2354.0,187.4,5.0,13750.0,Honda CR-V
2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,25300.0,BMW 5
2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,1485.0,Ambassador Classic
2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6952.0,Mahindra Scorpio
2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3740.0,Volkswagen Vento
1999,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,847.0,Maruti Zen
2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,989.9999999999999,Maruti 800
2017,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,19800.0,Toyota Corolla
2013,49000,Petrol,Automatic,First,14.59,1997.0,245.0,5.0,20900.0,BMW 3
2007,40000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1210.0,Ford Ikon
2012,78000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2200.0,Chevrolet Beat
2012,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7150.0,Toyota Corolla
2014,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10394.999999999998,Mahindra XUV500
2016,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4400.0,Hyundai Xcent
2017,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,35475.0,Mercedes-Benz E-Class
2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2310.0,Hyundai i10
2015,68000,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,10725.0,Toyota Corolla
2014,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,6930.0,Toyota Corolla
2013,60000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,23100.0,Audi Q3
2014,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,5115.0,Hyundai i20
2013,87000,Diesel,Automatic,Second,19.27,2143.0,167.62,5.0,18700.0,Mercedes-Benz New
2013,20248,Diesel,Manual,First,21.1,1248.0,73.9,5.0,4784.999999999999,Maruti Ritz
2017,52383,Diesel,Manual,First,19.67,1582.0,126.2,5.0,16301.999999999998,Hyundai Creta
2018,1000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,44000.0,Jaguar XE
2016,85000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,6765.0,Mahindra Xylo
2014,47000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12375.0,Toyota Innova
2018,17585,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,35200.0,Toyota Camry
2018,32496,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,50182.0,Audi Q5
2017,34613,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6864.0,Maruti Swift
2015,153000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5280.0,Maruti Ertiga
2014,54000,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4950.0,Maruti Swift
2015,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4257.0,Hyundai i10
2013,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3025.0,Hyundai i10
2018,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7227.0,Maruti Baleno
2010,52325,Petrol,Manual,First,16.36,1495.0,93.7,5.0,2200.0,Hyundai Accent
2012,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4014.9999999999995,Honda Brio
2016,55746,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7645.0,Maruti Swift
2014,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,6050.0,Hyundai Xcent
2013,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7700.0,Mahindra XUV500
2014,40000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,26400.0,Mercedes-Benz E-Class
2010,125000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,12100.0,Land Rover
2016,51944,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,35750.0,Mercedes-Benz New
2015,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,7095.0,Hyundai i20
2015,23000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,17325.0,Skoda Octavia
2014,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6050.0,Honda City
2015,51535,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20933.0,Toyota Fortuner
2013,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,16775.0,Audi Q3
2012,46004,Petrol,Manual,First,20.92,998.0,67.1,5.0,2640.0,Maruti Alto
2011,124000,Diesel,Manual,First,23.03,1396.0,69.0,5.0,2529.9999999999995,Tata Indigo
2014,77395,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,15784.999999999998,Audi A4
2018,10600,CNG,Manual,First,33.44,796.0,40.3,4.0,3850.0,Maruti Alto
2018,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,13167.0,Honda City
2009,89000,Petrol,Manual,Second,0.0,999.0,113.0,5.0,1760.0,Hyundai Santro
2015,65012,Diesel,Manual,First,14.24,2755.0,174.5,7.0,20789.999999999996,Toyota Fortuner
2017,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5940.0,Hyundai Grand
2015,90413,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3245.0,Maruti Eeco
2013,37000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,5609.999999999999,Volkswagen Polo
2006,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1650.0,Maruti Wagon
2011,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5390.0,Honda City
2010,86000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,3190.0,Honda Civic
2005,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1264.9999999999998,Honda City
2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2529.9999999999995,Hyundai i20
2018,35070,Diesel,Manual,First,24.0,1120.0,70.0,5.0,6589.0,Hyundai Grand
2011,42000,Petrol,Automatic,Third,14.4,1598.0,103.6,5.0,3740.0,Volkswagen Vento
2009,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1870.0,Hyundai i10
2009,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2189.0,Hyundai i20
2012,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2750.0,Chevrolet Beat
2013,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5334.999999999999,Volkswagen Polo
2010,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2915.0,Ford Figo
2014,14262,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,30085.0,Audi TT
2015,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,7590.0,Honda City
2013,90200,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3850.0,Ford Figo
2015,57854,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13750.0,Toyota Innova
2017,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,10119.999999999998,Maruti Ciaz
2015,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5390.0,Hyundai Grand
2009,55005,Petrol,Manual,First,12.8,1622.0,113.0,5.0,3520.0,Honda City
2014,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,6105.0,Ford EcoSport
2014,50000,Petrol,Automatic,First,14.7,1798.0,177.6,5.0,14850.0,Skoda Octavia
2010,145000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,2860.0,Fiat Linea
2015,78000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,4950.0,Maruti Swift
2013,65000,Diesel,Automatic,Second,11.8,2993.0,180.0,7.0,37400.0,Land Rover
2012,120000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13200.0,Toyota Innova
2015,14000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5775.0,Maruti Swift
2014,57456,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23716.0,Audi A6
2012,44450,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,27148.0,BMW 5
2013,63777,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4036.9999999999995,Hyundai i20
2016,31000,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,32449.999999999996,BMW X1
2012,60000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,3410.0,Toyota Etios
2015,78008,Diesel,Manual,First,17.0,1405.0,70.0,5.0,3190.0,Tata Indigo
2014,33000,Diesel,Automatic,Second,0.0,2987.0,165.0,5.0,47300.0,Mercedes-Benz M-Class
2009,27078,Petrol,Automatic,First,10.98,1984.0,114.4,4.0,17545.0,Volkswagen Beetle
2011,57275,Diesel,Manual,First,19.7,1598.0,103.6,5.0,4950.0,Volkswagen Polo
2014,45000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3839.0,Hyundai Grand
2014,57319,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4675.0,Maruti Swift
2008,121097,Diesel,Manual,Second,24.0,1396.0,88.76,5.0,2090.0,Hyundai Verna
